county,has_smartphone,age,race,age_bin,population,weight
milwaukee,1,23,White,18-30,914332,0.15415198553722945
brown,1,23,White,18-30,272766,0.045987038063906686
marathon,1,23,White,18-30,139269,0.02348008477640989
waukesha,1,23,White,18-30,414909,0.06995166544238453
racine,1,23,others,18-30,197265,0.03325793194047848
brown,1,23,White,18-30,272766,0.045987038063906686
racine,0,23,White,18-30,197265,0.03325793194047848
winnebago,1,23,White,18-30,172782,0.029130215682152193
dane,1,23,Black,18-30,582936,0.09828021095305686
sheboygan,1,23,White,18-30,117843,0.0198677640415776
milwaukee,1,23,others,18-30,914332,0.15415198553722945
rock,1,23,White,18-30,164715,0.02777015821142074
rock,1,23,White,18-30,164715,0.02777015821142074
rock,1,23,White,18-30,164715,0.02777015821142074
brown,1,23,White,18-30,272766,0.045987038063906686
waukesha,1,23,others,18-30,414909,0.06995166544238453
milwaukee,1,23,Black,18-30,914332,0.15415198553722945
dane,1,23,White,18-30,582936,0.09828021095305686
dane,1,23,White,18-30,582936,0.09828021095305686
milwaukee,1,23,White,18-30,914332,0.15415198553722945
milwaukee,1,23,White,18-30,914332,0.15415198553722945
brown,1,23,White,18-30,272766,0.045987038063906686
kenosha,1,23,Black,18-30,167339,0.02821255201372635
brown,1,23,Asian,18-30,272766,0.045987038063906686
rock,1,23,White,18-30,164715,0.02777015821142074
racine,1,23,White,18-30,197265,0.03325793194047848
marathon,1,23,White,18-30,139269,0.02348008477640989
dane,1,23,White,18-30,582936,0.09828021095305686
rock,1,23,others,18-30,164715,0.02777015821142074
rock,1,23,others,18-30,164715,0.02777015821142074
milwaukee,1,23,White,18-30,914332,0.15415198553722945
dane,1,23,White,18-30,582936,0.09828021095305686
milwaukee,1,23,White,18-30,914332,0.15415198553722945
kenosha,1,23,White,18-30,167339,0.02821255201372635
walworth,1,23,White,18-30,105980,0.017867719195254653
milwaukee,1,23,White,18-30,914332,0.15415198553722945
sheboygan,1,23,White,18-30,117843,0.0198677640415776
waukesha,1,23,White,18-30,414909,0.06995166544238453
brown,1,23,White,18-30,272766,0.045987038063906686
dane,1,23,others,18-30,582936,0.09828021095305686
sheboygan,1,23,White,18-30,117843,0.0198677640415776
milwaukee,1,23,White,18-30,914332,0.15415198553722945
brown,1,23,Asian,18-30,272766,0.045987038063906686
waukesha,1,23,White,18-30,414909,0.06995166544238453
milwaukee,1,23,others,18-30,914332,0.15415198553722945
milwaukee,1,23,White,18-30,914332,0.15415198553722945
milwaukee,1,23,others,18-30,914332,0.15415198553722945
outagamie,1,23,White,18-30,194199,0.03274101906019304
milwaukee,1,23,White,18-30,914332,0.15415198553722945
dane,1,23,White,18-30,582936,0.09828021095305686
milwaukee,1,23,Black,18-30,914332,0.15415198553722945
waukesha,1,23,White,18-30,414909,0.06995166544238453
milwaukee,1,23,Black,18-30,914332,0.15415198553722945
dane,1,23,White,18-30,582936,0.09828021095305686
milwaukee,1,23,others,18-30,914332,0.15415198553722945
dane,1,23,White,18-30,582936,0.09828021095305686
racine,1,23,White,18-30,197265,0.03325793194047848
racine,1,23,White,18-30,197265,0.03325793194047848
brown,1,23,White,18-30,272766,0.045987038063906686
milwaukee,1,23,White,18-30,914332,0.15415198553722945
waukesha,1,23,White,18-30,414909,0.06995166544238453
dane,1,23,others,18-30,582936,0.09828021095305686
winnebago,0,23,others,18-30,172782,0.029130215682152193
waukesha,1,23,Asian,18-30,414909,0.06995166544238453
waukesha,1,23,White,18-30,414909,0.06995166544238453
marathon,1,23,White,18-30,139269,0.02348008477640989
waukesha,1,23,White,18-30,414909,0.06995166544238453
waukesha,1,23,White,18-30,414909,0.06995166544238453
dane,1,23,White,18-30,582936,0.09828021095305686
brown,1,23,White,18-30,272766,0.045987038063906686
rock,1,23,White,18-30,164715,0.02777015821142074
brown,1,23,White,18-30,272766,0.045987038063906686
outagamie,1,23,White,18-30,194199,0.03274101906019304
dane,1,23,White,18-30,582936,0.09828021095305686
dane,1,23,White,18-30,582936,0.09828021095305686
dane,1,23,others,18-30,582936,0.09828021095305686
milwaukee,1,23,White,18-30,914332,0.15415198553722945
milwaukee,1,23,White,18-30,914332,0.15415198553722945
dane,1,23,Asian,18-30,582936,0.09828021095305686
brown,1,23,White,18-30,272766,0.045987038063906686
brown,1,23,White,18-30,272766,0.045987038063906686
brown,1,23,White,18-30,272766,0.045987038063906686
walworth,1,23,White,18-30,105980,0.017867719195254653
rock,0,24,White,18-30,164715,0.02777015821142074
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,others,18-30,914332,0.15415198553722945
milwaukee,1,24,Black,18-30,914332,0.15415198553722945
dane,1,24,White,18-30,582936,0.09828021095305686
marathon,1,24,White,18-30,139269,0.02348008477640989
milwaukee,1,24,White,18-30,914332,0.15415198553722945
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
outagamie,1,24,White,18-30,194199,0.03274101906019304
dane,1,24,White,18-30,582936,0.09828021095305686
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
dane,1,24,White,18-30,582936,0.09828021095305686
brown,1,24,Asian,18-30,272766,0.045987038063906686
dane,1,24,Asian,18-30,582936,0.09828021095305686
brown,1,24,White,18-30,272766,0.045987038063906686
outagamie,1,24,White,18-30,194199,0.03274101906019304
outagamie,1,24,White,18-30,194199,0.03274101906019304
rock,1,24,White,18-30,164715,0.02777015821142074
milwaukee,1,24,White,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
outagamie,1,24,White,18-30,194199,0.03274101906019304
outagamie,1,24,White,18-30,194199,0.03274101906019304
outagamie,1,24,others,18-30,194199,0.03274101906019304
rock,0,24,White,18-30,164715,0.02777015821142074
walworth,1,24,White,18-30,105980,0.017867719195254653
walworth,1,24,White,18-30,105980,0.017867719195254653
racine,1,24,Black,18-30,197265,0.03325793194047848
racine,1,24,others,18-30,197265,0.03325793194047848
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,others,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
brown,1,24,White,18-30,272766,0.045987038063906686
brown,1,24,White,18-30,272766,0.045987038063906686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
brown,1,24,White,18-30,272766,0.045987038063906686
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,Black,18-30,914332,0.15415198553722945
milwaukee,1,24,Asian,18-30,914332,0.15415198553722945
dane,1,24,White,18-30,582936,0.09828021095305686
sheboygan,1,24,White,18-30,117843,0.0198677640415776
dane,1,24,White,18-30,582936,0.09828021095305686
dane,1,24,White,18-30,582936,0.09828021095305686
dane,1,24,Asian,18-30,582936,0.09828021095305686
dane,1,24,White,18-30,582936,0.09828021095305686
marathon,0,24,White,18-30,139269,0.02348008477640989
milwaukee,0,24,others,18-30,914332,0.15415198553722945
milwaukee,1,24,others,18-30,914332,0.15415198553722945
brown,1,24,White,18-30,272766,0.045987038063906686
outagamie,1,24,White,18-30,194199,0.03274101906019304
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
winnebago,1,24,White,18-30,172782,0.029130215682152193
dane,1,24,Asian,18-30,582936,0.09828021095305686
winnebago,1,24,White,18-30,172782,0.029130215682152193
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
walworth,1,24,White,18-30,105980,0.017867719195254653
walworth,1,24,others,18-30,105980,0.017867719195254653
milwaukee,1,24,White,18-30,914332,0.15415198553722945
dane,1,24,Asian,18-30,582936,0.09828021095305686
dane,1,24,White,18-30,582936,0.09828021095305686
walworth,1,24,White,18-30,105980,0.017867719195254653
marathon,1,24,White,18-30,139269,0.02348008477640989
racine,1,24,White,18-30,197265,0.03325793194047848
marathon,1,24,others,18-30,139269,0.02348008477640989
outagamie,1,24,White,18-30,194199,0.03274101906019304
kenosha,0,24,others,18-30,167339,0.02821255201372635
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,others,18-30,914332,0.15415198553722945
dane,1,24,White,18-30,582936,0.09828021095305686
walworth,1,24,White,18-30,105980,0.017867719195254653
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
dane,1,24,others,18-30,582936,0.09828021095305686
dane,1,24,Black,18-30,582936,0.09828021095305686
winnebago,1,24,White,18-30,172782,0.029130215682152193
brown,1,24,White,18-30,272766,0.045987038063906686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
waukesha,1,24,others,18-30,414909,0.06995166544238453
rock,1,24,White,18-30,164715,0.02777015821142074
marathon,1,24,White,18-30,139269,0.02348008477640989
marathon,1,24,White,18-30,139269,0.02348008477640989
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
dane,1,24,White,18-30,582936,0.09828021095305686
racine,1,24,White,18-30,197265,0.03325793194047848
milwaukee,1,24,White,18-30,914332,0.15415198553722945
dane,1,24,White,18-30,582936,0.09828021095305686
brown,1,24,White,18-30,272766,0.045987038063906686
dane,1,24,White,18-30,582936,0.09828021095305686
kenosha,1,24,White,18-30,167339,0.02821255201372635
waukesha,1,24,White,18-30,414909,0.06995166544238453
dane,1,24,White,18-30,582936,0.09828021095305686
rock,1,24,White,18-30,164715,0.02777015821142074
milwaukee,1,24,Black,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
kenosha,1,24,others,18-30,167339,0.02821255201372635
kenosha,1,24,Black,18-30,167339,0.02821255201372635
milwaukee,1,24,Asian,18-30,914332,0.15415198553722945
marathon,1,24,White,18-30,139269,0.02348008477640989
waukesha,1,24,White,18-30,414909,0.06995166544238453
brown,1,24,White,18-30,272766,0.045987038063906686
waukesha,1,24,White,18-30,414909,0.06995166544238453
waukesha,1,24,White,18-30,414909,0.06995166544238453
milwaukee,1,24,Black,18-30,914332,0.15415198553722945
marathon,1,24,White,18-30,139269,0.02348008477640989
racine,1,24,White,18-30,197265,0.03325793194047848
milwaukee,1,24,others,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
milwaukee,1,24,others,18-30,914332,0.15415198553722945
rock,1,24,others,18-30,164715,0.02777015821142074
milwaukee,1,24,Black,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
kenosha,1,24,White,18-30,167339,0.02821255201372635
brown,1,24,White,18-30,272766,0.045987038063906686
outagamie,1,24,White,18-30,194199,0.03274101906019304
milwaukee,1,24,Asian,18-30,914332,0.15415198553722945
brown,1,24,White,18-30,272766,0.045987038063906686
dane,1,24,White,18-30,582936,0.09828021095305686
waukesha,1,24,White,18-30,414909,0.06995166544238453
outagamie,1,24,White,18-30,194199,0.03274101906019304
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
winnebago,1,24,White,18-30,172782,0.029130215682152193
racine,1,24,White,18-30,197265,0.03325793194047848
rock,1,24,White,18-30,164715,0.02777015821142074
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
racine,1,24,White,18-30,197265,0.03325793194047848
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
kenosha,1,24,Black,18-30,167339,0.02821255201372635
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,others,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
racine,1,24,White,18-30,197265,0.03325793194047848
dane,1,24,others,18-30,582936,0.09828021095305686
waukesha,1,24,White,18-30,414909,0.06995166544238453
racine,1,24,White,18-30,197265,0.03325793194047848
dane,1,24,White,18-30,582936,0.09828021095305686
winnebago,1,24,White,18-30,172782,0.029130215682152193
brown,1,24,White,18-30,272766,0.045987038063906686
waukesha,1,24,White,18-30,414909,0.06995166544238453
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
dane,1,24,White,18-30,582936,0.09828021095305686
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
sheboygan,1,24,White,18-30,117843,0.0198677640415776
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
outagamie,1,24,White,18-30,194199,0.03274101906019304
milwaukee,1,24,White,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
waukesha,1,24,White,18-30,414909,0.06995166544238453
milwaukee,1,24,White,18-30,914332,0.15415198553722945
rock,1,24,White,18-30,164715,0.02777015821142074
waukesha,1,24,White,18-30,414909,0.06995166544238453
waukesha,1,24,White,18-30,414909,0.06995166544238453
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
milwaukee,1,24,Black,18-30,914332,0.15415198553722945
milwaukee,1,24,others,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
winnebago,1,24,Black,18-30,172782,0.029130215682152193
winnebago,1,24,White,18-30,172782,0.029130215682152193
walworth,1,24,White,18-30,105980,0.017867719195254653
milwaukee,1,24,others,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
milwaukee,1,24,others,18-30,914332,0.15415198553722945
milwaukee,1,24,others,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
milwaukee,1,24,White,18-30,914332,0.15415198553722945
outagamie,1,24,White,18-30,194199,0.03274101906019304
waukesha,1,24,White,18-30,414909,0.06995166544238453
outagamie,1,24,White,18-30,194199,0.03274101906019304
outagamie,1,24,White,18-30,194199,0.03274101906019304
walworth,1,24,White,18-30,105980,0.017867719195254653
walworth,1,24,White,18-30,105980,0.017867719195254653
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
kenosha,1,24,others,18-30,167339,0.02821255201372635
kenosha,1,24,White,18-30,167339,0.02821255201372635
kenosha,1,24,White,18-30,167339,0.02821255201372635
milwaukee,1,24,others,18-30,914332,0.15415198553722945
milwaukee,1,24,White,18-30,914332,0.15415198553722945
dane,1,24,Asian,18-30,582936,0.09828021095305686
waukesha,1,24,White,18-30,414909,0.06995166544238453
marathon,1,24,White,18-30,139269,0.02348008477640989
kenosha,1,24,others,18-30,167339,0.02821255201372635
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,White,18-30,914332,0.15415198553722945
kenosha,1,24,White,18-30,167339,0.02821255201372635
dane,1,24,White,18-30,582936,0.09828021095305686
dane,1,24,White,18-30,582936,0.09828021095305686
milwaukee,1,24,Asian,18-30,914332,0.15415198553722945
waukesha,1,24,White,18-30,414909,0.06995166544238453
dane,1,24,White,18-30,582936,0.09828021095305686
winnebago,1,24,White,18-30,172782,0.029130215682152193
outagamie,1,24,White,18-30,194199,0.03274101906019304
milwaukee,1,24,White,18-30,914332,0.15415198553722945
winnebago,1,24,White,18-30,172782,0.029130215682152193
brown,1,24,White,18-30,272766,0.045987038063906686
marathon,1,24,White,18-30,139269,0.02348008477640989
dane,1,24,Asian,18-30,582936,0.09828021095305686
rock,1,24,Black,18-30,164715,0.02777015821142074
walworth,1,24,White,18-30,105980,0.017867719195254653
brown,1,24,White,18-30,272766,0.045987038063906686
dane,1,24,Black,18-30,582936,0.09828021095305686
milwaukee,1,24,Asian,18-30,914332,0.15415198553722945
brown,1,24,White,18-30,272766,0.045987038063906686
waukesha,1,24,White,18-30,414909,0.06995166544238453
milwaukee,1,25,White,18-30,914332,0.15415198553722945
racine,1,25,White,18-30,197265,0.03325793194047848
waukesha,1,25,White,18-30,414909,0.06995166544238453
waukesha,1,25,White,18-30,414909,0.06995166544238453
dane,1,25,White,18-30,582936,0.09828021095305686
brown,1,25,White,18-30,272766,0.045987038063906686
sheboygan,0,25,White,18-30,117843,0.0198677640415776
racine,1,25,others,18-30,197265,0.03325793194047848
dane,1,25,White,18-30,582936,0.09828021095305686
milwaukee,1,25,Asian,18-30,914332,0.15415198553722945
brown,1,25,White,18-30,272766,0.045987038063906686
milwaukee,1,25,White,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
dane,1,25,White,18-30,582936,0.09828021095305686
milwaukee,0,25,White,18-30,914332,0.15415198553722945
milwaukee,0,25,White,18-30,914332,0.15415198553722945
outagamie,1,25,White,18-30,194199,0.03274101906019304
milwaukee,1,25,White,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
walworth,1,25,White,18-30,105980,0.017867719195254653
brown,1,25,White,18-30,272766,0.045987038063906686
milwaukee,1,25,others,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
kenosha,1,25,others,18-30,167339,0.02821255201372635
winnebago,1,25,White,18-30,172782,0.029130215682152193
waukesha,1,25,White,18-30,414909,0.06995166544238453
milwaukee,1,25,Black,18-30,914332,0.15415198553722945
marathon,1,25,White,18-30,139269,0.02348008477640989
milwaukee,1,25,Black,18-30,914332,0.15415198553722945
dane,1,25,Asian,18-30,582936,0.09828021095305686
outagamie,1,25,others,18-30,194199,0.03274101906019304
dane,1,25,White,18-30,582936,0.09828021095305686
milwaukee,1,25,Asian,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
rock,1,25,White,18-30,164715,0.02777015821142074
winnebago,1,25,White,18-30,172782,0.029130215682152193
milwaukee,1,25,others,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
waukesha,1,25,others,18-30,414909,0.06995166544238453
milwaukee,1,25,others,18-30,914332,0.15415198553722945
kenosha,1,25,White,18-30,167339,0.02821255201372635
racine,1,25,White,18-30,197265,0.03325793194047848
rock,1,25,White,18-30,164715,0.02777015821142074
rock,1,25,White,18-30,164715,0.02777015821142074
sheboygan,1,25,White,18-30,117843,0.0198677640415776
sheboygan,1,25,White,18-30,117843,0.0198677640415776
dane,1,25,White,18-30,582936,0.09828021095305686
winnebago,1,25,White,18-30,172782,0.029130215682152193
dane,1,25,others,18-30,582936,0.09828021095305686
dane,1,25,White,18-30,582936,0.09828021095305686
waukesha,1,25,White,18-30,414909,0.06995166544238453
walworth,1,25,White,18-30,105980,0.017867719195254653
outagamie,1,25,White,18-30,194199,0.03274101906019304
outagamie,1,25,White,18-30,194199,0.03274101906019304
dane,1,25,White,18-30,582936,0.09828021095305686
brown,1,25,White,18-30,272766,0.045987038063906686
dane,1,25,White,18-30,582936,0.09828021095305686
marathon,1,25,White,18-30,139269,0.02348008477640989
waukesha,1,25,White,18-30,414909,0.06995166544238453
marathon,1,25,White,18-30,139269,0.02348008477640989
marathon,1,25,Asian,18-30,139269,0.02348008477640989
sheboygan,1,25,others,18-30,117843,0.0198677640415776
sheboygan,1,25,others,18-30,117843,0.0198677640415776
kenosha,1,25,White,18-30,167339,0.02821255201372635
rock,1,25,others,18-30,164715,0.02777015821142074
milwaukee,1,25,White,18-30,914332,0.15415198553722945
dane,1,25,White,18-30,582936,0.09828021095305686
dane,1,25,White,18-30,582936,0.09828021095305686
dane,1,25,White,18-30,582936,0.09828021095305686
marathon,1,25,White,18-30,139269,0.02348008477640989
dane,1,25,others,18-30,582936,0.09828021095305686
milwaukee,1,25,Asian,18-30,914332,0.15415198553722945
marathon,1,25,White,18-30,139269,0.02348008477640989
dane,1,25,Asian,18-30,582936,0.09828021095305686
milwaukee,1,25,Black,18-30,914332,0.15415198553722945
winnebago,1,25,White,18-30,172782,0.029130215682152193
waukesha,1,25,White,18-30,414909,0.06995166544238453
marathon,1,25,White,18-30,139269,0.02348008477640989
walworth,1,25,White,18-30,105980,0.017867719195254653
walworth,1,25,others,18-30,105980,0.017867719195254653
milwaukee,1,25,White,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
dane,1,25,White,18-30,582936,0.09828021095305686
milwaukee,1,25,others,18-30,914332,0.15415198553722945
waukesha,1,25,White,18-30,414909,0.06995166544238453
waukesha,1,25,White,18-30,414909,0.06995166544238453
racine,1,25,others,18-30,197265,0.03325793194047848
marathon,1,25,White,18-30,139269,0.02348008477640989
milwaukee,1,25,Asian,18-30,914332,0.15415198553722945
kenosha,1,25,White,18-30,167339,0.02821255201372635
milwaukee,1,25,White,18-30,914332,0.15415198553722945
waukesha,1,25,White,18-30,414909,0.06995166544238453
winnebago,1,25,White,18-30,172782,0.029130215682152193
marathon,1,25,White,18-30,139269,0.02348008477640989
sheboygan,1,25,Black,18-30,117843,0.0198677640415776
rock,1,25,White,18-30,164715,0.02777015821142074
outagamie,1,25,White,18-30,194199,0.03274101906019304
milwaukee,1,25,Black,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
outagamie,1,25,White,18-30,194199,0.03274101906019304
milwaukee,1,25,others,18-30,914332,0.15415198553722945
dane,1,25,Asian,18-30,582936,0.09828021095305686
waukesha,1,25,White,18-30,414909,0.06995166544238453
sheboygan,1,25,White,18-30,117843,0.0198677640415776
sheboygan,1,25,White,18-30,117843,0.0198677640415776
dane,1,25,White,18-30,582936,0.09828021095305686
brown,1,25,White,18-30,272766,0.045987038063906686
brown,1,25,White,18-30,272766,0.045987038063906686
dane,1,25,others,18-30,582936,0.09828021095305686
racine,1,25,White,18-30,197265,0.03325793194047848
marathon,1,25,White,18-30,139269,0.02348008477640989
walworth,1,25,others,18-30,105980,0.017867719195254653
rock,1,25,White,18-30,164715,0.02777015821142074
milwaukee,0,25,Black,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
milwaukee,1,25,others,18-30,914332,0.15415198553722945
rock,1,25,White,18-30,164715,0.02777015821142074
brown,1,25,White,18-30,272766,0.045987038063906686
milwaukee,1,25,others,18-30,914332,0.15415198553722945
dane,1,25,Black,18-30,582936,0.09828021095305686
outagamie,1,25,White,18-30,194199,0.03274101906019304
dane,1,25,Black,18-30,582936,0.09828021095305686
sheboygan,1,25,White,18-30,117843,0.0198677640415776
sheboygan,1,25,White,18-30,117843,0.0198677640415776
milwaukee,1,25,Asian,18-30,914332,0.15415198553722945
outagamie,1,25,White,18-30,194199,0.03274101906019304
milwaukee,1,25,White,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
marathon,1,25,White,18-30,139269,0.02348008477640989
walworth,0,25,White,18-30,105980,0.017867719195254653
dane,1,25,White,18-30,582936,0.09828021095305686
racine,1,25,White,18-30,197265,0.03325793194047848
racine,1,25,White,18-30,197265,0.03325793194047848
milwaukee,0,25,Asian,18-30,914332,0.15415198553722945
dane,1,25,White,18-30,582936,0.09828021095305686
winnebago,1,25,White,18-30,172782,0.029130215682152193
milwaukee,1,25,others,18-30,914332,0.15415198553722945
waukesha,1,25,White,18-30,414909,0.06995166544238453
waukesha,1,25,White,18-30,414909,0.06995166544238453
waukesha,1,25,others,18-30,414909,0.06995166544238453
outagamie,1,25,White,18-30,194199,0.03274101906019304
walworth,1,25,White,18-30,105980,0.017867719195254653
waukesha,1,25,others,18-30,414909,0.06995166544238453
milwaukee,1,25,others,18-30,914332,0.15415198553722945
outagamie,1,25,White,18-30,194199,0.03274101906019304
kenosha,1,25,White,18-30,167339,0.02821255201372635
milwaukee,1,25,White,18-30,914332,0.15415198553722945
winnebago,1,25,White,18-30,172782,0.029130215682152193
brown,1,25,others,18-30,272766,0.045987038063906686
winnebago,1,25,White,18-30,172782,0.029130215682152193
waukesha,1,25,White,18-30,414909,0.06995166544238453
dane,1,25,White,18-30,582936,0.09828021095305686
dane,1,25,White,18-30,582936,0.09828021095305686
sheboygan,1,25,White,18-30,117843,0.0198677640415776
brown,1,25,White,18-30,272766,0.045987038063906686
brown,1,25,White,18-30,272766,0.045987038063906686
waukesha,1,25,others,18-30,414909,0.06995166544238453
waukesha,1,25,others,18-30,414909,0.06995166544238453
milwaukee,1,25,White,18-30,914332,0.15415198553722945
winnebago,1,25,White,18-30,172782,0.029130215682152193
milwaukee,1,25,Asian,18-30,914332,0.15415198553722945
racine,1,25,White,18-30,197265,0.03325793194047848
marathon,1,25,White,18-30,139269,0.02348008477640989
dane,1,25,White,18-30,582936,0.09828021095305686
outagamie,1,25,White,18-30,194199,0.03274101906019304
outagamie,1,25,White,18-30,194199,0.03274101906019304
milwaukee,1,25,others,18-30,914332,0.15415198553722945
waukesha,1,25,White,18-30,414909,0.06995166544238453
dane,1,25,Asian,18-30,582936,0.09828021095305686
racine,1,25,White,18-30,197265,0.03325793194047848
racine,1,25,White,18-30,197265,0.03325793194047848
walworth,1,25,White,18-30,105980,0.017867719195254653
milwaukee,1,25,others,18-30,914332,0.15415198553722945
waukesha,1,25,others,18-30,414909,0.06995166544238453
racine,1,25,White,18-30,197265,0.03325793194047848
dane,1,25,White,18-30,582936,0.09828021095305686
dane,1,25,White,18-30,582936,0.09828021095305686
milwaukee,1,25,White,18-30,914332,0.15415198553722945
dane,1,25,others,18-30,582936,0.09828021095305686
brown,1,25,Asian,18-30,272766,0.045987038063906686
milwaukee,1,25,White,18-30,914332,0.15415198553722945
milwaukee,1,25,others,18-30,914332,0.15415198553722945
waukesha,1,25,White,18-30,414909,0.06995166544238453
milwaukee,1,25,others,18-30,914332,0.15415198553722945
milwaukee,1,25,others,18-30,914332,0.15415198553722945
dane,1,25,White,18-30,582936,0.09828021095305686
dane,1,25,White,18-30,582936,0.09828021095305686
outagamie,1,25,White,18-30,194199,0.03274101906019304
sheboygan,1,25,White,18-30,117843,0.0198677640415776
milwaukee,1,25,White,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
dane,1,25,White,18-30,582936,0.09828021095305686
marathon,1,25,White,18-30,139269,0.02348008477640989
dane,1,25,White,18-30,582936,0.09828021095305686
sheboygan,1,25,others,18-30,117843,0.0198677640415776
sheboygan,1,25,White,18-30,117843,0.0198677640415776
sheboygan,1,25,White,18-30,117843,0.0198677640415776
outagamie,1,25,White,18-30,194199,0.03274101906019304
waukesha,1,25,White,18-30,414909,0.06995166544238453
milwaukee,1,25,others,18-30,914332,0.15415198553722945
milwaukee,1,25,others,18-30,914332,0.15415198553722945
milwaukee,1,25,White,18-30,914332,0.15415198553722945
outagamie,1,25,White,18-30,194199,0.03274101906019304
dane,1,25,White,18-30,582936,0.09828021095305686
dane,1,25,White,18-30,582936,0.09828021095305686
kenosha,1,25,others,18-30,167339,0.02821255201372635
winnebago,1,25,White,18-30,172782,0.029130215682152193
sheboygan,1,25,White,18-30,117843,0.0198677640415776
milwaukee,1,25,White,18-30,914332,0.15415198553722945
outagamie,1,25,White,18-30,194199,0.03274101906019304
